Aug 14 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
obj,9416,Francisco Ramos,Portugal,27,N/A,1,366,443,11572,7623,7257,1.05,31.4,69.2,0.99,"{""2015"":1.18,""2016"":0.84,""2017"":0.98,""2018"":1.03,""2019"":1.08,""2020"":0.87,""2021"":1.04,""2022"":0.96}",167,"[""11486/SQUAD"",""12307/Skrill Ogres"",""11569/Fourteen"",""10192/eXploit"",""4949/Giants"",""8515/OFFSET"",""9249/OFFSET.OMNI"",""4981/Panthers"",""5524/AlienTech"",""7463/HEXAGONE"",""7008/Eyeshield"",""5272/FTW.PRO"",""6325/3v""]",0,0,0,0,0,0,0,N/A
NEKIZ,9482,Gabriel Schenato,Brazil,27,N/A,0.98,-209,1173,30864,20825,21034,0.99,47.7,74.7,0.94,"{""2015"":1.21,""2016"":0.92,""2017"":1,""2018"":0.94,""2019"":0.97,""2020"":0.98,""2021"":1.01,""2022"":1.03}",261,"[""11309/00NATION"",""4773/paiN"",""10994/O PLANO"",""11688/Happy Mouse"",""10340/ex-Luminosity"",""6290/Luminosity"",""6033/Keyd"",""8079/ex-paiN"",""6767/TShow"",""6619/INTZ"",""7081/Black Dragons"",""6789/BigGods"",""6785/Innova"",""6621/g3x"",""6329/JAYOB""]",0,2,0,11,0,0,0,N/A
DeStiNy,9483,Lucas Bullo,Brazil,26,N/A,1.03,816,1255,32665,23515,22699,1.04,51.2,78.6,0.83,"{""2015"":1.08,""2016"":1.04,""2017"":0.97,""2018"":1.13,""2019"":0.92,""2020"":1.03,""2021"":1.03,""2022"":1.07}",284,"[""10669/Paquetá"",""11835/Revelacoes do Ano"",""7653/Isurus"",""7176/RED Canids"",""6619/INTZ"",""8895/Wild"",""7830/Virtue"",""8821/Authority"",""7010/Immortals"",""6118/Tempo Storm"",""6290/Luminosity"",""6864/WinOut"",""6033/Keyd"",""6329/JAYOB""]",0,1,0,0,0,0,0,N/A
dobu,9521,Gan-Erdene Batbold,Mongolia,24,N/A,1.03,682,899,23587,16761,16079,1.04,54.5,79.8,0.87,"{""2015"":0.9,""2016"":1.09,""2017"":1.03,""2018"":1.04,""2019"":1.05,""2020"":1.02,""2021"":0.98,""2022"":1.01}",271,"[""12312/ATOX"",""12097/Eruption"",""11135/NKT"",""11059/Renewal"",""10661/TIGER"",""10328/AUGUST"",""10051/Mazaalai"",""7092/5POWER"",""9704/All Star A"",""9629/5POWER"",""6248/TheMongolz"",""7050/Mongolia"",""6916/NYSM"",""6337/CORE""]",0,0,0,0,0,0,0,N/A
xms,9545,Alexandre Forté,France,26,N/A,0.96,-627,710,18762,12188,12815,0.95,58.9,71,0.94,"{""2015"":1.02,""2016"":1.07,""2017"":0.95,""2018"":0.88,""2019"":0.96}",177,"[""8346/Heretics"",""4674/LDLC"",""9211/LeftOut"",""5991/Envy"",""6626/MINLATE"",""7856/EnVyUs Academy"",""7375/Sector One"",""5142/France"",""4559/Millenium"",""5596/Platinium"",""6390/TeamLessNana"",""6374/TS-Netteux"",""6073/melty""]",0,1,0,10,0,0,0,N/A
cJ,9571,Christopher Jones,United States,25,N/A,0.96,-282,470,12306,8175,8457,0.97,57.3,72.4,0.87,"{""2015"":1.1,""2016"":0.9,""2017"":0.89,""2019"":1.04,""2020"":0.9,""2021"":0.98,""2022"":0.97}",119,"[""11948/Nouns"",""11989/Billionaires"",""11075/ChocoCheck"",""11571/Gaimin Gladiators"",""10357/Rebirth"",""10463/Recon 5"",""10017/Rugratz"",""6238/Ze Pug Godz"",""10460/DEFY"",""6985/The Foundation"",""6736/Selfless"",""6673/NRG"",""7106/eUnited"",""6703/Out of Nowhere"",""6117/ACE""]",0,0,0,0,0,0,0,N/A
snatchie,9574,Michał Rudzki,Poland,25,N/A,1.06,2635,1701,45616,32973,30338,1.09,29.4,72.6,1,"{""2015"":1.11,""2016"":1.01,""2017"":1.06,""2018"":1.04,""2019"":1.01,""2020"":1.06,""2021"":1.13,""2022"":1.09}",520,"[""8068/AGO"",""10905/PGE Turow"",""10831/Entropiq"",""10426/Wisla Krakow"",""10973/Anonymo"",""8637/Sprout"",""8813/Illuminar"",""10494/ARCY"",""10549/ex-Virtus.pro"",""5378/Virtus.pro"",""8034/Org Incoming"",""6998/iNETKOXTV"",""6221/ATB"",""6896/PRIDE"",""4781/Refuse"",""6570/DEEZ NUTS"",""4534/ALSEN"",""5801/31337""]",0,1,0,10,0,0,0,N/A
Bubzkji,9612,Lucas Andersen,Denmark,25,N/A,1.04,963,817,21619,15534,14571,1.07,50.8,80.4,1.03,"{""2015"":0.8,""2016"":1,""2017"":1.01,""2018"":1,""2019"":1.12,""2020"":1.04}",237,"[""6665/Astralis"",""8362/MAD Lions"",""4602/Tricked"",""7613/Red Reserve"",""6855/Fragsters"",""8064/undefined"",""8394/csgoPlayers"",""8173/SPRITTET"",""7875/struggletony"",""7919/ajukreizi"",""7743/OPAA"",""7698/moDstand"",""6417/KoN Denmark"",""7501/ANIMALS"",""5909/No Problem!"",""5455/NewStyle"",""6982/PLAYZONE"",""6806/Nevermad"",""6448/Revival"",""5208/Reason"",""6360/eaZyQuaL""]",0,0,1,6,1,0,0,N/A
AMANEK,9616,François Delaunay,France,29,N/A,1.02,1265,1146,30865,20899,19634,1.06,45.8,75,1.01,"{""2015"":1.03,""2016"":1.11,""2017"":1.08,""2018"":1.14,""2019"":0.99,""2020"":0.93,""2021"":0.95}",441,"[""4674/LDLC"",""5995/G2"",""9073/WAYE"",""6626/MINLATE"",""7557/Misfits"",""7667/RANKS"",""6375/Vexed"",""5596/Platinium"",""6368/Red Instinct"",""6358/KOWABUNGA""]",0,3,0,20,0,0,0,N/A
nexa,9618,Nemanja Isaković,Serbia,26,N/A,1.04,2019,1370,36368,25144,23125,1.09,51,75.6,1.02,"{""2015"":1.02,""2016"":1.13,""2017"":1.03,""2018"":1.11,""2019"":1.1,""2020"":1.03,""2021"":0.95,""2022"":0.97}",555,"[""10503/OG"",""5995/G2"",""10150/CR4ZY"",""8481/Valiance"",""7701/Imperial"",""8543/MANS NOT HOT"",""8657/DKISS"",""8422/benchwarmers"",""6211/Renegades"",""7712/cs24h"",""6343/EURONICS"",""6570/DEEZ NUTS"",""4803/iNation"",""7449/Brewtopia"",""7310/Guerilla Method"",""7014/TEAM1231"",""5273/GamePub"",""6683/nevermind"",""5111/Serbia"",""6265/ARMADA""]",0,3,1,21,0,0,0,N/A
XELLOW,9626,Adrian Guță,Romania,22,N/A,1.12,3733,1317,34858,26600,22867,1.16,39.1,78.3,0.93,"{""2015"":0.81,""2016"":1.15,""2017"":1.17,""2018"":1.18,""2019"":1.05,""2020"":1.11,""2021"":1.11,""2022"":1.12}",487,"[""7187/Nexus"",""8637/Sprout"",""11419/ECSTATIC"",""9928/GamerLegion"",""9362/NOM"",""8583/SinnerS"",""4982/XPC"",""5105/Romania""]",0,0,0,0,0,0,0,N/A
BURNRUOk,9636,Callum Henderson,Australia,27,N/A,0.98,-518,860,22168,15228,15746,0.97,50.7,76.9,0.81,"{""2015"":0.87,""2016"":0.98,""2017"":0.98,""2018"":1,""2019"":0.95}",224,"[""8536/Ground Zero"",""7517/Tainted Minds"",""6010/Chiefs"",""8008/Grayhound"",""8668/ORDER"",""4791/Immunity"",""7138/ADD"",""5290/TRIDENT""]",0,0,0,0,0,0,0,N/A
hAdji,9656,Ali Haïnouss,France,27,N/A,1.07,2447,1336,35523,25785,23338,1.1,49.1,79.2,1.01,"{""2015"":0.9,""2016"":1.03,""2017"":1.12,""2018"":0.99,""2019"":1.08,""2020"":1.11,""2021"":1.08,""2022"":1.05}",448,"[""12260/Looking4Org"",""11501/HEET"",""11540/Benched Heroes"",""11283/Falcons"",""11503/Akimbo"",""4674/LDLC"",""10586/Avengers"",""10445/ex-Windigo"",""8513/Windigo"",""10035/FrenchFrogs"",""9896/ex-3DMAX"",""4914/3DMAX"",""7701/Imperial"",""9211/LeftOut"",""5991/Envy"",""7856/EnVyUs Academy"",""7667/RANKS"",""6375/Vexed"",""5596/Platinium"",""6051/LDLC Blue"",""6374/TS-Netteux""]",0,0,0,5,0,0,0,N/A
CONNOR93,9660,Connor Glover,Canada,29,N/A,0.95,-457,449,11544,7738,8195,0.94,51.7,72.8,0.79,"{""2015"":0.45,""2016"":1.03,""2017"":0.93,""2018"":0.96}",162,"[""9784/MASSIVEimpact"",""9515/cantwinalan"",""8700/BlackOut"",""9014/The Pioneers"",""5422/Dignitas"",""7801/Ghost"",""6710/Bee's Money Crew"",""8086/Puggers United"",""7106/eUnited"",""6366/Vault"",""6736/Selfless"",""6753/8 Minded"",""6117/ACE""]",0,0,0,0,0,0,0,N/A
NikkeZ,9676,Nikhil Victor,Australia,28,N/A,1.06,549,420,10817,8060,7511,1.07,46.5,82.7,0.61,"{""2015"":1.24,""2016"":1.05,""2017"":1.07,""2018"":1.08,""2019"":1,""2021"":1.11}",142,"[""11239/CAMO"",""11636/Aftershock"",""6379/Animal Squad"",""9880/Fighting 4 Freedom"",""8536/Ground Zero"",""8668/ORDER"",""8849/ex-Athletico"",""6922/Corvidae"",""5680/Athletico"",""6468/Legacy"",""8104/Anonymous"",""6176/Exile5"",""6161/Skyfire"",""7211/elixe4"",""6010/Chiefs"",""6178/Australia"",""5603/Control.VP""]",0,0,0,0,0,0,0,N/A
Noobster,9680,Andy Zhang,Australia,27,N/A,1.01,203,495,12785,8741,8534,1.02,34.5,73.2,0.75,"{""2015"":0.89,""2016"":0.91,""2017"":0.97,""2018"":1.03,""2019"":1.05}",177,"[""5293/AVANT"",""8536/Ground Zero"",""7983/Paradox"",""10023/evicted"",""9848/ex-Paradox"",""5607/SYF"",""5869/STREAMLINE"",""7970/Astral Influence"",""7381/Cypher"",""7067/Reload"",""6214/Molotov""]",0,0,0,0,0,0,0,N/A
Gratisfaction,9686,Sean Kaiwai,New Zealand,27,N/A,1.05,1659,946,24614,17038,15379,1.11,32.4,73.3,1,"{""2015"":0.98,""2016"":1.02,""2017"":1.07,""2018"":1.15,""2019"":0.96,""2020"":1.01,""2021"":0.98,""2022"":0.98}",345,"[""11135/NKT"",""11726/Encore"",""10096/EXTREMUM"",""8474/100 Thieves"",""6211/Renegades"",""7890/Team UK"",""8008/Grayhound"",""8990/CAS Howl"",""7077/Parallax"",""4791/Immunity"",""7291/Kiwi Pride"",""7138/ADD"",""5607/SYF"",""6179/New Zealand"",""6922/Corvidae"",""5680/Athletico""]",0,2,0,20,0,0,0,N/A
ncl,9736,Bold Batsuh,Mongolia,28,N/A,0.91,-764,546,14042,8647,9411,0.92,49.3,68.4,0.77,"{""2015"":1.01,""2016"":0.96,""2017"":0.97,""2018"":0.92,""2019"":0.91,""2020"":0.84,""2021"":0.63}",167,"[""10051/Mazaalai"",""6248/TheMongolz"",""11167/Bco"",""10881/BLACK TOTEM"",""10661/TIGER"",""10328/AUGUST"",""9970/ex-Storm Riders"",""9507/Storm Rider"",""7050/Mongolia""]",0,0,0,0,0,0,0,N/A
hampus,9766,Hampus Poser,Sweden,24,N/A,1.01,171,1438,38288,26744,26573,1.01,40.3,79.6,1.01,"{""2015"":0.99,""2016"":1.07,""2017"":1.05,""2018"":1.01,""2019"":1.01,""2020"":0.99,""2021"":0.99,""2022"":0.97}",368,"[""4411/Ninjas in Pyjamas"",""11237/no meat pls"",""10960/Young Ninjas"",""9928/GamerLegion"",""10703/trepunktnoll"",""9855/Uruguay"",""7613/Red Reserve"",""7124/passions"",""6418/KoN Sweden"",""6902/GODSENT"",""6497/TzatzikiKlubben"",""7144/Japaleno"",""4804/AWTR"",""8421/cykapower"",""4606/BX3"",""4763/hatersg0nnahate"",""7308/Epsilon Hype"",""4688/Epsilon"",""6832/Iwku"",""6761/miMo"",""5133/Sweden""]",0,3,0,18,0,0,0,N/A
lunAtic,9798,Dawid Cieślak,Poland,30,N/A,0.88,-2709,1167,31664,18961,21670,0.87,40,67.5,0.88,"{""2015"":0.84,""2016"":0.92,""2017"":1.01,""2018"":0.96,""2019"":0.89,""2020"":0.87,""2021"":0.89,""2022"":0.86}",306,"[""10973/Anonymo"",""12234/ex-HONORIS"",""10737/HONORIS"",""8248/PACT"",""8758/Homesick"",""8209/Pompa"",""7341/Golden Children"",""4781/Refuse"",""4982/XPC""]",0,0,0,0,0,0,0,N/A
PlesseN,9811,Niclas Plessen,Sweden,25,N/A,1,-16,1449,38989,27405,27421,1,54.3,79.9,0.99,"{""2015"":0.72,""2016"":0.98,""2017"":1.02,""2018"":1.03,""2019"":1,""2020"":0.99,""2021"":1.03,""2022"":0.99}",304,"[""11164/Into the Breach"",""10912/1ADL"",""10831/Entropiq"",""11540/Benched Heroes"",""12113/aktiebolag"",""11984/ex-Finest"",""10276/Finest"",""11401/Savage"",""10764/Galaxy Racer"",""7144/Japaleno"",""6685/Ancient"",""9928/GamerLegion"",""9085/Chaos"",""9202/Reflex"",""7613/Red Reserve"",""8422/benchwarmers"",""4763/hatersg0nnahate"",""7169/fnatic Academy"",""7990/Ballistix"",""6407/DenDD"",""4688/Epsilon"",""6982/PLAYZONE"",""4991/fnatic"",""6625/RUZKI"",""6418/KoN Sweden""]",0,0,0,0,0,0,0,N/A
Aleksib,9816,Aleksi Virolainen,Finland,26,N/A,0.95,-668,1176,31280,19739,20407,0.97,39.6,73.4,0.97,"{""2015"":1.08,""2016"":1,""2017"":1.09,""2018"":0.98,""2019"":0.94,""2020"":0.9,""2021"":0.92,""2022"":0.87}",277,"[""4608/Natus Vincere"",""12353/NAVITY"",""4411/Ninjas in Pyjamas"",""5995/G2"",""10503/OG"",""4869/ENCE"",""7865/HAVU"",""5727/ENCORE"",""6420/KoN Finland"",""4680/Recursive""]",0,5,2,29,0,0,0,N/A
uli,9818,Samu Leirilaakso,Finland,25,N/A,0.99,167,603,16107,10920,10753,1.02,48.8,76.5,0.91,"{""2015"":1.17,""2016"":1.07,""2017"":1,""2018"":0.91,""2019"":0.97,""2020"":1.02,""2021"":1.01}",165,"[""9648/KOVA"",""8070/TORI"",""8504/SJ"",""9729/KUURA"",""5298/Minttu"",""7865/HAVU"",""6263/SkitLite"",""7638/Chrome"",""5727/ENCORE"",""7578/ex-Findictus"",""6420/KoN Finland"",""4680/Recursive""]",0,0,0,0,0,0,0,N/A
doto,9819,Joonas Forss,Finland,27,N/A,0.97,-442,804,21630,14266,14708,0.97,54.3,74.4,0.96,"{""2015"":0.99,""2017"":1.16,""2018"":0.94,""2019"":0.98,""2020"":1,""2021"":0.95,""2022"":0.95}",250,"[""7674/Ambush"",""7865/HAVU"",""4869/ENCE"",""9648/KOVA"",""8504/SJ"",""8070/TORI"",""9729/KUURA"",""5298/Minttu"",""9513/kalajarnot"",""8485/NYYRIKKI"",""7434/Conquer"",""6420/KoN Finland"",""8013/SJK"",""4695/TMVG"",""4680/Recursive""]",0,1,0,0,0,0,0,N/A
ngiN,9857,Engin Kor,Turkey,30,N/A,0.94,-748,1025,26895,16499,17247,0.96,45.3,68.4,0.91,"{""2015"":0.93,""2016"":0.95,""2017"":0.97,""2018"":0.86,""2019"":1,""2020"":0.97}",387,"[""10333/Sangal"",""10144/Turkey5"",""8698/Demise"",""9572/ex-Space Soldiers"",""5929/Space Soldiers"",""5106/Turkey"",""6030/Caseking"",""5953/Seelachs""]",0,1,0,8,0,0,0,N/A
food,9875,Victor Wong,United States,26,N/A,1.03,380,456,11711,8248,7868,1.05,50.2,77.2,0.92,"{""2015"":1.29,""2016"":0.69,""2017"":0.96,""2018"":1.07,""2019"":1}",155,"[""7726/Swole Patrol"",""10667/ex-eUnited"",""7106/eUnited"",""6978/Singularity"",""8880/Gorilla Gang"",""9400/Test Takers"",""9228/RESOLUTE"",""9292/MDL All-Star swag"",""8744/Freedom 35"",""8241/Nitrious"",""6792/Prospects"",""7958/FGE"",""4643/Denial"",""6171/SetToDestroyX"",""7222/Serpentis"",""6710/Bee's Money Crew"",""6438/SoF""]",0,0,0,0,0,0,0,N/A
Polen,9882,Adam Polen,United States,27,N/A,0.89,-978,435,11470,7017,7995,0.88,53.3,69.8,0.8,"{""2015"":0.68,""2016"":0.89,""2017"":0.88,""2018"":0.9,""2019"":0.89}",134,"[""5479/Mythic"",""6792/Prospects"",""5670/ownage"",""6972/Detonate"",""6254/Quintic""]",0,0,0,0,0,0,0,N/A
wrath,9884,Collin McSweegan,United States,21,N/A,1.12,1239,525,13568,10634,9395,1.13,50.1,83.9,0.94,"{""2015"":0.63,""2016"":1.04,""2017"":1.05,""2018"":1.18,""2019"":1.1,""2020"":1.18}",157,"[""10747/Secret Club"",""10357/Rebirth"",""9085/Chaos"",""10676/AA"",""10722/Morning Light"",""10302/Divine"",""10332/Gorilla Gang"",""6978/Singularity"",""10080/New Identity"",""9784/MASSIVEimpact"",""9781/Fragging for Andy"",""9227/Vision"",""9515/cantwinalan"",""8700/BlackOut"",""9014/The Pioneers"",""6335/Levitate"",""6707/RONIN"",""7801/Ghost"",""7157/Rogue"",""7592/Enigma6"",""6710/Bee's Money Crew"",""7455/L4SALARY"",""6425/Tectonic"",""6254/Quintic""]",0,0,0,0,0,0,0,N/A
mertz,9895,Daniel Mertz,Denmark,24,N/A,1.1,2609,976,25885,19459,16850,1.15,32.6,77.3,1.05,"{""2015"":1.44,""2016"":1.09,""2017"":1.17,""2018"":1.03,""2019"":1.05,""2020"":1.12,""2021"":1.11}",274,"[""12315/Victory Zigzag"",""8947/XI"",""12046/Route8"",""10867/MASONIC"",""8769/Nordavind"",""4468/x6tence"",""7461/Copenhagen Flames"",""6978/Singularity"",""10576/water gamers"",""10458/2115"",""10442/internazionale"",""7175/Heroic"",""7533/North"",""7713/North Academy"",""7639/eFuture"",""6758/Team123"",""7405/Fragsport"",""5455/NewStyle"",""4548/CPH Wolves"",""6807/Alpha"",""6662/Granted"",""6671/Optimum"",""5919/über n00bz""]",0,0,1,10,0,0,0,N/A
b0RUP,9896,Johannes Borup,Denmark,23,N/A,1.01,391,1699,45384,30925,30534,1.01,63.1,73,0.95,"{""2015"":0.71,""2016"":1.06,""2017"":1.02,""2018"":1.04,""2019"":1.07,""2020"":0.92,""2021"":0.95,""2022"":1.02}",478,"[""6665/Astralis"",""12259/ex-Copenhagen Flames"",""7461/Copenhagen Flames"",""11786/123mix"",""10867/MASONIC"",""8362/MAD Lions"",""7175/Heroic"",""11084/HYENAS"",""10671/FunPlus Phoenix"",""4602/Tricked"",""6417/KoN Denmark"",""9041/yodelin"",""7713/North Academy"",""8064/undefined"",""8394/csgoPlayers"",""7875/struggletony"",""7551/Tricked Academy"",""6978/Singularity"",""4606/BX3"",""5909/No Problem!"",""7239/ROB"",""6807/Alpha"",""5831/Isak"",""7074/Delete"",""7059/X"",""6855/Fragsters"",""6636/Eastern Vikings"",""5919/über n00bz""]",0,0,0,8,0,0,0,N/A
notaN,9903,Anton Pedersen,Denmark,23,N/A,0.98,-110,646,17189,11205,11315,0.99,49.1,72.7,0.87,"{""2015"":0.73,""2016"":0.72,""2017"":1.03,""2018"":1.08,""2019"":1.02,""2020"":0.93,""2021"":1,""2022"":0.95}",241,"[""10867/MASONIC"",""12303/friforsatan"",""11712/Sashi"",""8465/LPSP"",""11456/Linx Legacy"",""7743/OPAA"",""11191/ex-Quantum Bellator Fire"",""6978/Singularity"",""4579/LowLandLions"",""7674/Ambush"",""8716/GoldenGitte"",""9981/STEP"",""8925/Atlando"",""8706/Ignite"",""9461/Gronplade"",""9373/Aerox"",""6417/KoN Denmark"",""9179/fproject"",""8704/AGF"",""8696/ROG Pimp"",""8286/HS PÅ LAGER"",""8491/FSNUS"",""6807/Alpha"",""8107/DragonDK"",""7627/WASD"",""6665/Astralis"",""7200/Geekunit""]",0,0,0,0,0,0,0,N/A
kreaz,9911,Rasmus Johansson,Sweden,25,N/A,1.01,591,793,21182,14317,13727,1.04,46.9,75.8,0.98,"{""2015"":1.1,""2016"":1.03,""2017"":1.09,""2018"":1.08,""2019"":0.97,""2020"":0.96,""2021"":1.01,""2022"":0.99}",259,"[""11240/allStars"",""12201/Gentlefolk"",""12128/zu krass"",""10333/Sangal"",""11985/ex-TITANS"",""10276/Finest"",""11384/COUSCOUS"",""11320/BIICEPS"",""11245/X Gamer"",""9806/Apeks"",""7823/fightclub"",""7533/North"",""10514/Gen.G"",""10848/MBAPPEEK"",""9735/Lilmix"",""8772/Syman"",""10616/savage"",""6685/Ancient"",""4991/fnatic"",""9802/Budapest Five"",""10225/ex-Epsilon"",""4688/Epsilon"",""9427/Flow"",""9758/Rising Note"",""9720/Monopol"",""9211/LeftOut"",""9668/de_aztec"",""9085/Chaos"",""9555/topnotcheu"",""6118/Tempo Storm"",""8823/Wind and Rain"",""8997/PAPERPLANES"",""8447/MKERS"",""6418/KoN Sweden"",""7613/Red Reserve"",""7299/Asterion"",""6902/GODSENT"",""4666/duttdutt"",""4804/AWTR"",""8423/YaMaHa-AEROX"",""7586/VeritasAequitas"",""8396/123ost"",""4763/hatersg0nnahate"",""8183/Vexed Academy"",""4894/AliGon"",""8083/tjaswelolxd"",""7897/ex-Manatee"",""7896/unLucky"",""7410/harambeGOD"",""7144/Japaleno"",""6997/KAPOW"",""6694/Sine Metu"",""6447/Refuse""]",0,0,0,0,0,0,0,N/A
mono,9916,Michał Gabszewicz,Poland,27,N/A,0.97,-24,665,17776,11692,11716,1,44.7,75.5,0.9,"{""2015"":1.05,""2016"":0.96,""2017"":1.08,""2018"":1.01,""2019"":0.97,""2020"":0.96,""2021"":0.92}",280,"[""12100/dobrywieczor"",""10905/PGE Turow"",""7681/Izako Boars"",""10939/Valhalla"",""10910/Farming Simulator"",""8813/Illuminar"",""8846/x-kom"",""6724/Preparation"",""8209/Pompa"",""7946/attackiereN"",""8869/ex-SEAL"",""8361/SEAL"",""8383/ex-Pompa Black"",""7834/Pompa Black"",""7341/Golden Children"",""4781/Refuse"",""6574/ex-USSR"",""5004/USSR""]",0,0,0,0,0,0,0,N/A
frozen,9960,David Čerňanský,Slovakia,21,N/A,1.13,4227,1343,35156,26651,22424,1.19,54,83.1,1.11,"{""2015"":1.08,""2016"":1.15,""2017"":1.22,""2018"":1.12,""2019"":1.11,""2020"":1.04,""2021"":1.1,""2022"":1.11}",439,"[""4494/MOUZ"",""12081/You Shall Not Pass"",""7890/Team UK"",""9722/NoChance"",""4978/GUNRUNNERS"",""5141/Slovakia"",""6576/Majestic Lions"",""9246/warmup"",""6745/eXtatus"",""6410/nEophyte""]",0,4,4,28,1,1,0,17
MonttY,9961,Martin Melišek,Slovakia,24,N/A,1.02,338,522,13451,9507,9169,1.04,46.6,77.3,1.04,"{""2015"":1.05,""2016"":1.07,""2017"":1.02,""2018"":0.98}",182,"[""5412/eSuba"",""9246/warmup"",""6745/eXtatus"",""5141/Slovakia""]",0,0,0,0,0,0,0,N/A
fitch,10052,Bektiyar Bahytov,Kazakhstan,31,N/A,0.99,-210,574,15207,10410,10620,0.98,52.6,77.9,0.94,"{""2015"":0.87,""2016"":1.01,""2017"":1.01,""2018"":0.98,""2019"":0.96}",145,"[""10806/Golden Knights"",""8772/Syman"",""8120/AVANGAR"",""9600/CHI DA?"",""9238/Asiamix"",""7145/Tengri"",""6651/Gambit"",""7244/K23"",""5115/Kazakhstan"",""6470/PARTY""]",0,2,0,10,0,0,0,N/A
HooXi,10096,Rasmus Nielsen,Denmark,28,N/A,0.85,-2839,943,25001,14261,17100,0.83,49.7,66.8,0.83,"{""2015"":0.56,""2017"":0.97,""2018"":0.93,""2019"":0.88,""2020"":0.85,""2021"":0.84,""2022"":0.83}",219,"[""5995/G2"",""7461/Copenhagen Flames"",""8362/MAD Lions"",""4468/x6tence"",""8704/AGF"",""7875/struggletony"",""6068/Free Transfer"",""9061/top100"",""4602/Tricked"",""7674/Ambush"",""8698/Demise"",""8490/TOXIC"",""8173/SPRITTET"",""7859/InTheM1x"",""4698/eSpuma"",""5758/myXMG""]",0,3,3,12,0,0,0,N/A
BONA,10114,Verneri Junkala,Finland,23,N/A,0.91,-943,476,12674,7931,8874,0.89,52.1,69.9,0.85,"{""2015"":0.92,""2016"":0.91,""2017"":0.92,""2018"":0.9,""2019"":0.94,""2020"":0.9}",138,"[""9648/KOVA"",""8504/SJ"",""10865/SAWO"",""10116/hREDS"",""6420/KoN Finland"",""8105/VITALIS"",""6263/SkitLite"",""7638/Chrome"",""7578/ex-Findictus"",""4576/Menace""]",0,0,0,0,0,0,0,N/A
bottle,10168,Lei Mao,China,29,N/A,1.05,871,768,19801,14489,13618,1.06,56.8,79.5,0.78,"{""2015"":1.13,""2016"":1.09,""2017"":1.1,""2018"":1.08,""2019"":1.02,""2020"":0.96,""2021"":1.01}",269,"[""7966/Invictus"",""10022/OneThree"",""10472/R-Stars"",""7092/5POWER"",""9872/Panda"",""6503/CyberZen"",""4863/TYLOO"",""7892/Eclipse"",""6502/Born Of Fire""]",0,0,0,0,0,0,0,N/A
ayaya,10186,YangYang Zheng,China,25,N/A,1.01,102,462,11695,8333,8231,1.01,40.3,78,0.77,"{""2015"":1.06,""2016"":1.03,""2017"":1.1,""2018"":0.93,""2019"":1.01,""2020"":0.95,""2021"":0.87}",138,"[""10847/After"",""10851/Wings Up"",""10754/JMT"",""9868/Aster"",""7480/rTE"",""9872/Panda"",""7660/Flash"",""7024/EHOME"",""7892/Eclipse"",""6502/Born Of Fire"",""6504/AllGamers"",""6723/Devcat"",""6573/Wings"",""6519/PUZZLES""]",0,0,0,0,0,0,0,N/A
DeStRoYeR,10192,JiaMing Gu,China,29,N/A,0.97,-235,600,15845,10730,10965,0.98,42.3,74.2,0.99,"{""2015"":0.58,""2016"":0.89,""2017"":1.02,""2018"":1.03,""2019"":1.05,""2020"":0.95,""2021"":0.97}",177,"[""7966/Invictus"",""7024/EHOME"",""9031/MFC"",""8497/Red Wolf"",""6898/BOOT"",""6517/Brave of Warriors""]",0,0,0,0,0,0,0,N/A
xccurate,10263,Kevin Susanto,Indonesia,25,N/A,1.09,1724,698,18113,13334,11610,1.15,31.2,74.2,0.94,"{""2015"":0.79,""2016"":1.19,""2017"":1.21,""2018"":1.05,""2019"":1.06,""2020"":1.07,""2021"":1.05}",290,"[""11135/NKT"",""10872/NG"",""9107/BTRG"",""4863/TYLOO"",""7344/Recca"",""6311/Indonesia"",""6416/J2G""]",0,2,0,15,0,0,0,N/A
niko,10264,Nikolaj Kristensen,Denmark,25,N/A,1.02,946,1305,34547,23663,22717,1.04,49.7,74.6,1.01,"{""2015"":1.17,""2016"":1.13,""2017"":1.03,""2018"":0.99,""2019"":0.97,""2020"":1.05,""2021"":0.94,""2022"":0.95}",389,"[""12399/QM"",""10503/OG"",""12119/NtK"",""10954/Astralis Talent"",""7175/Heroic"",""7674/Ambush"",""4602/Tricked"",""6615/OpTic"",""7157/Rogue"",""7533/North"",""7998/Gux & Friends"",""7582/Rogue.mix"",""5139/Denmark"",""6807/Alpha"",""6806/Nevermad"",""6448/Revival"",""4548/CPH Wolves"",""6662/Granted"",""6592/enable"",""6524/EZmarket.org""]",0,2,1,25,0,0,0,N/A
